Gene 1,Gene 2,Weight,Network group,Network,cluster
PVR,ROBO1,0.000587976,Genetic Interactions,Lin-Smith-2010,5
PTPRM,NETO1,0.000373141,Genetic Interactions,Lin-Smith-2010,5
PTPRM,HS3ST4,0.000154888,Genetic Interactions,Lin-Smith-2010,5
PTPRM,RNF182,0.00074208,Genetic Interactions,Lin-Smith-2010,5
PTPRM,CPNE4,0.000202415,Genetic Interactions,Lin-Smith-2010,5
PTPRM,CLSTN2,0.000277017,Genetic Interactions,Lin-Smith-2010,5
PTPRM,KCNQ5,0.000314727,Genetic Interactions,Lin-Smith-2010,5
PTPRM,CADPS,0.000158745,Genetic Interactions,Lin-Smith-2010,5
PTPRM,TRHDE,0.000279162,Genetic Interactions,Lin-Smith-2010,5
PTPRM,TRPS1,0.000377525,Genetic Interactions,Lin-Smith-2010,5
PTPRM,GRIK4,0.000480103,Genetic Interactions,Lin-Smith-2010,5
PTPRM,PDE4D,0.000223546,Genetic Interactions,Lin-Smith-2010,5
PTPRM,ZBTB20,0.000193881,Genetic Interactions,Lin-Smith-2010,5
PTPRM,SLIT1,0.000452757,Genetic Interactions,Lin-Smith-2010,5
PTPRM,NRXN3,0.000191258,Genetic Interactions,Lin-Smith-2010,5
PTPRM,ELAVL2,0.000579556,Genetic Interactions,Lin-Smith-2010,5
PTPRM,NLGN1,0.000248868,Genetic Interactions,Lin-Smith-2010,5
PTPRM,KHDRBS3,0.000281013,Genetic Interactions,Lin-Smith-2010,5
PTPRM,NECTIN3,0.000327384,Genetic Interactions,Lin-Smith-2010,5
PTPRM,GRIA2,0.000257423,Genetic Interactions,Lin-Smith-2010,5
PTPRM,KCNQ3,0.000359001,Genetic Interactions,Lin-Smith-2010,5
PTPRM,RAB4A,0.000502582,Genetic Interactions,Lin-Smith-2010,5
PTPRM,ROBO1,0.000237062,Genetic Interactions,Lin-Smith-2010,5
PTPRM,NECTIN1,0.000438778,Genetic Interactions,Lin-Smith-2010,5
PTPRM,SEMA3A,0.000223554,Genetic Interactions,Lin-Smith-2010,5
PTPRM,GRIA3,0.000404253,Genetic Interactions,Lin-Smith-2010,5
UNC5A,CELF4,0.000487657,Genetic Interactions,Lin-Smith-2010,5
UNC5A,NEUROD6,0.001372056,Genetic Interactions,Lin-Smith-2010,5
UNC5A,ZBTB20,0.000369496,Genetic Interactions,Lin-Smith-2010,5
UNC5A,NRXN2,0.001317343,Genetic Interactions,Lin-Smith-2010,5
UNC5A,PVR,0.000857827,Genetic Interactions,Lin-Smith-2010,5
CABLES1,KCNQ5,0.001453277,Genetic Interactions,Lin-Smith-2010,5
CABLES1,PDE4D,0.001032243,Genetic Interactions,Lin-Smith-2010,5
CABLES1,KHDRBS3,0.0012976,Genetic Interactions,Lin-Smith-2010,5
CABLES1,PRKCA,0.001314386,Genetic Interactions,Lin-Smith-2010,5
CABLES1,KCNQ3,0.001657717,Genetic Interactions,Lin-Smith-2010,5
CABLES1,UNC5A,0.001597042,Genetic Interactions,Lin-Smith-2010,5
DNM2,HS3ST4,0.000762798,Genetic Interactions,Lin-Smith-2010,5
DNM2,TRHDE,0.001374825,Genetic Interactions,Lin-Smith-2010,5
DNM2,ZBTB20,0.000954829,Genetic Interactions,Lin-Smith-2010,5
DNM2,UNC5A,0.001703306,Genetic Interactions,Lin-Smith-2010,5
DACH2,CELF4,0.000794169,Genetic Interactions,Lin-Smith-2010,5
DACH2,KHDRBS3,0.000872167,Genetic Interactions,Lin-Smith-2010,5
DACH2,SEMA3A,0.000693836,Genetic Interactions,Lin-Smith-2010,5
GRIA1,NETO1,0.000418717,Genetic Interactions,Lin-Smith-2010,5
GRIA1,CELF4,0.000287135,Genetic Interactions,Lin-Smith-2010,5
GRIA1,CPNE4,0.000227138,Genetic Interactions,Lin-Smith-2010,5
GRIA1,KCNQ5,0.000353168,Genetic Interactions,Lin-Smith-2010,5
GRIA1,CADPS,0.000178134,Genetic Interactions,Lin-Smith-2010,5
GRIA1,PDE4D,0.00025085,Genetic Interactions,Lin-Smith-2010,5
GRIA1,ZBTB20,0.000217562,Genetic Interactions,Lin-Smith-2010,5
GRIA1,ELAVL2,0.000650344,Genetic Interactions,Lin-Smith-2010,5
GRIA1,KHDRBS3,0.000315336,Genetic Interactions,Lin-Smith-2010,5
GRIA1,DCC,0.00020545,Genetic Interactions,Lin-Smith-2010,5
GRIA1,NRP1,0.000328937,Genetic Interactions,Lin-Smith-2010,5
GRIA1,GRIA3,0.000453629,Genetic Interactions,Lin-Smith-2010,5
GRIA1,PTPRM,0.000203645,Genetic Interactions,Lin-Smith-2010,5
DCC,UNC5C,0.2657594,Pathway,NCI_NATURE,5
NTN1,UNC5C,0.24735993,Pathway,NCI_NATURE,5
NTN1,DCC,0.04885092,Pathway,NCI_NATURE,5
RAB4A,PRKCA,0.40665072,Pathway,NCI_NATURE,5
ROBO1,SLIT1,0.24964234,Pathway,NCI_NATURE,5
NECTIN1,NECTIN3,0.26659146,Pathway,NCI_NATURE,5
CLDN1,NECTIN3,0.3147645,Pathway,NCI_NATURE,5
PVR,NECTIN3,0.26603603,Pathway,NCI_NATURE,5
PTPRM,NECTIN3,0.3236818,Pathway,NCI_NATURE,5
UNC5A,DCC,0.18979076,Pathway,NCI_NATURE,5
UNC5A,NTN1,0.17665087,Pathway,NCI_NATURE,5
CABLES1,SLIT1,0.24964234,Pathway,NCI_NATURE,5
CABLES1,ROBO1,0.24964234,Pathway,NCI_NATURE,5
DNM2,DOCK4,0.34623626,Pathway,NCI_NATURE,5
DCC,UNC5C,0.2266258,Pathway,Wu-Stein-2010,5
NTN1,UNC5C,0.31001958,Pathway,Wu-Stein-2010,5
NTN1,SLIT1,0.2722072,Pathway,Wu-Stein-2010,5
NTN1,DCC,0.06320947,Pathway,Wu-Stein-2010,5
NRXN2,NLGN1,0.70710677,Pathway,Wu-Stein-2010,5
NLGN2,NRXN2,0.70710677,Pathway,Wu-Stein-2010,5
MLLT4,NECTIN3,0.053862903,Pathway,Wu-Stein-2010,5
ROBO1,SLIT1,0.3745519,Pathway,Wu-Stein-2010,5
NECTIN1,NECTIN3,0.06562738,Pathway,Wu-Stein-2010,5
NECTIN1,MLLT4,0.04414415,Pathway,Wu-Stein-2010,5
CLDN1,NECTIN3,0.16617694,Pathway,Wu-Stein-2010,5
CLDN1,MLLT4,0.11177865,Pathway,Wu-Stein-2010,5
SEMA3A,NRP1,0.7687141,Pathway,Wu-Stein-2010,5
PVR,NECTIN3,0.10635223,Pathway,Wu-Stein-2010,5
PVR,MLLT4,0.07153765,Pathway,Wu-Stein-2010,5
PVR,NECTIN1,0.08716257,Pathway,Wu-Stein-2010,5
PTPRM,NECTIN3,0.28272453,Pathway,Wu-Stein-2010,5
PTPRM,MLLT4,0.19017419,Pathway,Wu-Stein-2010,5
UNC5A,DCC,0.2266258,Pathway,Wu-Stein-2010,5
UNC5A,NTN1,0.31001958,Pathway,Wu-Stein-2010,5
NLGN1,NRXN3,0.32293227,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,5
NTN1,DCC,0.11282321,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,5
KCNQ3,KCNQ5,0.67421424,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,5
NRXN2,NLGN1,0.25850663,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,5
NLGN2,NRXN3,0.32293227,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,5
NLGN2,NRXN2,0.25850663,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,5
MLLT4,NRXN3,0.08392387,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,5
MLLT4,NECTIN3,0.05542954,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,5
MLLT4,NRXN2,0.067180894,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,5
AKAP6,PDE4D,0.13181573,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,5
NECTIN1,NECTIN3,0.21175808,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,5
NECTIN1,MLLT4,0.06016484,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,5
ATP6V0C,RNF182,0.7569817,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,5
PVR,NECTIN3,0.18463916,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,5
UNC5A,NTN1,0.70721394,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,5
GRIA1,GRIA2,0.066438586,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,5
NLGN1,NRXN3,0.2900234,Physical Interactions,IREF-BIOGRID,5
NTN1,DCC,0.14778948,Physical Interactions,IREF-BIOGRID,5
KCNQ3,KCNQ5,0.7190307,Physical Interactions,IREF-BIOGRID,5
NRXN2,NLGN1,0.26874775,Physical Interactions,IREF-BIOGRID,5
NLGN2,NRXN3,0.2900234,Physical Interactions,IREF-BIOGRID,5
NLGN2,NRXN2,0.26874775,Physical Interactions,IREF-BIOGRID,5
MLLT4,NRXN3,0.07326273,Physical Interactions,IREF-BIOGRID,5
MLLT4,NECTIN3,0.04190961,Physical Interactions,IREF-BIOGRID,5
MLLT4,NRXN2,0.0678883,Physical Interactions,IREF-BIOGRID,5
AKAP6,PDE4D,0.10423719,Physical Interactions,IREF-BIOGRID,5
NECTIN1,NECTIN3,0.2315872,Physical Interactions,IREF-BIOGRID,5
NECTIN1,MLLT4,0.09166627,Physical Interactions,IREF-BIOGRID,5
ATP6V0C,RNF182,0.3959966,Physical Interactions,IREF-BIOGRID,5
PVR,NECTIN3,0.08108288,Physical Interactions,IREF-BIOGRID,5
UNC5A,NTN1,0.6642605,Physical Interactions,IREF-BIOGRID,5
GRIA1,GRIA2,0.06640295,Physical Interactions,IREF-BIOGRID,5
PRKCA,GRIA2,0.111122094,Predicted,I2D-MINT-Rat2Human,5
MLLT4,NRXN3,0.48311675,Predicted,I2D-MINT-Rat2Human,5
MLLT4,NRXN2,0.48311675,Predicted,I2D-MINT-Rat2Human,5
GRIA3,PRKCA,0.22761567,Predicted,I2D-MINT-Rat2Human,5
NLGN1,NRXN3,0.27595463,Predicted,Wu-Stein-2010,5
KCNQ3,KCNQ5,0.5027531,Predicted,Wu-Stein-2010,5
NRXN2,NLGN1,0.3738508,Predicted,Wu-Stein-2010,5
NLGN2,NRXN3,0.6251693,Predicted,Wu-Stein-2010,5
MLLT4,NRXN3,0.053253993,Predicted,Wu-Stein-2010,5
MLLT4,NRXN2,0.07214608,Predicted,Wu-Stein-2010,5
AKAP6,PDE4D,0.71530664,Predicted,Wu-Stein-2010,5
GRIA3,GRIA2,0.10621657,Predicted,Wu-Stein-2010,5
GRIA1,GRIK4,0.14130369,Predicted,Wu-Stein-2010,5
GRIA1,GRIA2,0.05536067,Predicted,Wu-Stein-2010,5
GRIA1,GRIA3,0.104706414,Predicted,Wu-Stein-2010,5
NLGN1,NRXN3,0.106924124,Predicted,I2D-BIND-Rat2Human,5
NRXN2,NLGN1,0.106924124,Predicted,I2D-BIND-Rat2Human,5
NLGN2,NRXN3,0.106924124,Predicted,I2D-BIND-Rat2Human,5
NLGN2,NRXN2,0.106924124,Predicted,I2D-BIND-Rat2Human,5
MLLT4,NRXN3,0.19507265,Predicted,I2D-BIND-Rat2Human,5
MLLT4,NRXN2,0.19507265,Predicted,I2D-BIND-Rat2Human,5
AKAP6,PDE4D,0.70710677,Predicted,I2D-BIND-Rat2Human,5
GRIA1,GRIA2,0.10898389,Predicted,I2D-BIND-Rat2Human,5
NRXN3,SLIT1,0.012489323,Shared protein domains,PFAM,5
ELAVL2,CELF4,0.004382074,Shared protein domains,PFAM,5
NRP1,NETO1,0.010743268,Shared protein domains,PFAM,5
GRIA2,GRIK4,0.043422285,Shared protein domains,PFAM,5
KCNQ3,KCNQ5,0.04929459,Shared protein domains,PFAM,5
NRXN2,SLIT1,0.010870029,Shared protein domains,PFAM,5
NRXN2,NRXN3,0.039166182,Shared protein domains,PFAM,5
NLGN2,NLGN1,0.08031935,Shared protein domains,PFAM,5
ROBO1,DCC,0.018593673,Shared protein domains,PFAM,5
NECTIN1,NECTIN3,0.0119862,Shared protein domains,PFAM,5
GRIA3,GRIK4,0.04433052,Shared protein domains,PFAM,5
GRIA3,GRIA2,0.043422285,Shared protein domains,PFAM,5
PVR,NECTIN3,0.0119862,Shared protein domains,PFAM,5
PVR,NECTIN1,0.012116688,Shared protein domains,PFAM,5
PTPRM,NRP1,0.014977078,Shared protein domains,PFAM,5
UNC5A,UNC5C,0.042858537,Shared protein domains,PFAM,5
GRIA1,GRIK4,0.04433052,Shared protein domains,PFAM,5
GRIA1,GRIA2,0.043422285,Shared protein domains,PFAM,5
GRIA1,GRIA3,0.04433052,Shared protein domains,PFAM,5
CADM2,HCN1,0.010725589,Co-expression,Mallon-McKay-2013,6
PTPRG,KCNN2,0.02430583,Co-expression,Mallon-McKay-2013,6
SLC8A1,TENM2,0.013691721,Co-expression,Mallon-McKay-2013,6
ELAVL4,CADM2,0.010684949,Co-expression,Mallon-McKay-2013,6
ZBTB20,NFIA,0.009671616,Co-expression,Mallon-McKay-2013,6
EPHA7,PCDH7,0.014769709,Co-expression,Mallon-McKay-2013,6
SNAP25,HCN1,0.009893217,Co-expression,Mallon-McKay-2013,6
SNAP25,CADM2,0.004140241,Co-expression,Mallon-McKay-2013,6
SNAP25,ELAVL4,0.009821424,Co-expression,Mallon-McKay-2013,6
NFIB,NFIA,0.006672395,Co-expression,Mallon-McKay-2013,6
NFIB,ZBTB20,0.011588929,Co-expression,Mallon-McKay-2013,6
TBR1,LRRTM3,0.016554093,Co-expression,Mallon-McKay-2013,6
TBR1,CELF4,0.016040053,Co-expression,Mallon-McKay-2013,6
TBR1,CADM2,0.006033243,Co-expression,Mallon-McKay-2013,6
TBR1,ELAVL4,0.017916527,Co-expression,Mallon-McKay-2013,6
TBR1,SNAP25,0.005622924,Co-expression,Mallon-McKay-2013,6
NFIX,NFIA,0.007968088,Co-expression,Mallon-McKay-2013,6
NFIX,NFIB,0.009139271,Co-expression,Mallon-McKay-2013,6
GNG3,LRRTM3,0.013540011,Co-expression,Mallon-McKay-2013,6
GNG3,HCN1,0.01464958,Co-expression,Mallon-McKay-2013,6
GNG3,CELF4,0.013355807,Co-expression,Mallon-McKay-2013,6
GNG3,CADM2,0.005374441,Co-expression,Mallon-McKay-2013,6
GNG3,ERC2,0.010405457,Co-expression,Mallon-McKay-2013,6
NFIC,NFIX,0.013041121,Co-expression,Mallon-McKay-2013,6
SYT4,HCN1,0.020529129,Co-expression,Mallon-McKay-2013,6
SYT4,CADM2,0.007371595,Co-expression,Mallon-McKay-2013,6
SYT4,ERC2,0.013293884,Co-expression,Mallon-McKay-2013,6
SYT4,SNAP25,0.006779635,Co-expression,Mallon-McKay-2013,6
SYT4,GNG3,0.00942573,Co-expression,Mallon-McKay-2013,6
FAM19A1,LRRTM3,0.030046007,Co-expression,Mallon-McKay-2013,6
FAM19A1,CADM2,0.0113776,Co-expression,Mallon-McKay-2013,6
FAM19A1,SNAP25,0.010562064,Co-expression,Mallon-McKay-2013,6
RPH3A,LRRTM3,0.019587422,Co-expression,Mallon-McKay-2013,6
RPH3A,CADM2,0.008872733,Co-expression,Mallon-McKay-2013,6
RPH3A,ELAVL4,0.02360325,Co-expression,Mallon-McKay-2013,6
RPH3A,SNAP25,0.008316441,Co-expression,Mallon-McKay-2013,6
RPH3A,TBR1,0.013455094,Co-expression,Mallon-McKay-2013,6
EPHX4,PEX5L,0.032809995,Co-expression,Mallon-McKay-2013,6
SLC8A2,TBR1,0.014920184,Co-expression,Mallon-McKay-2013,6
SLC8A2,GNG3,0.013918761,Co-expression,Mallon-McKay-2013,6
RYR2,TENM2,0.011047331,Co-expression,Mallon-McKay-2013,6
RYR2,SLC8A1,0.014888108,Co-expression,Mallon-McKay-2013,6
SLC17A6,LRRTM3,0.010471967,Co-expression,Mallon-McKay-2013,6
SLC17A6,HCN1,0.012921912,Co-expression,Mallon-McKay-2013,6
SLC17A6,CELF4,0.011611158,Co-expression,Mallon-McKay-2013,6
SLC17A6,CADM2,0.004931173,Co-expression,Mallon-McKay-2013,6
SLC17A6,ERC2,0.008465574,Co-expression,Mallon-McKay-2013,6
SLC17A6,SNAP25,0.004581046,Co-expression,Mallon-McKay-2013,6
SLC17A6,EPHX4,0.010586539,Co-expression,Mallon-McKay-2013,6
SLC17A6,SLC24A2,0.012156469,Co-expression,Mallon-McKay-2013,6
LGI3,LRRTM3,0.012733789,Co-expression,Mallon-McKay-2013,6
LGI3,HCN1,0.015220248,Co-expression,Mallon-McKay-2013,6
LGI3,CELF4,0.014395899,Co-expression,Mallon-McKay-2013,6
LGI3,PEX5L,0.01227692,Co-expression,Mallon-McKay-2013,6
LGI3,EPHX4,0.012704041,Co-expression,Mallon-McKay-2013,6
LGI3,SLC24A2,0.015959367,Co-expression,Mallon-McKay-2013,6
LGI3,SLC17A6,0.006496584,Co-expression,Mallon-McKay-2013,6
TAGLN3,HCN1,0.015700491,Co-expression,Mallon-McKay-2013,6
TAGLN3,CADM2,0.006445649,Co-expression,Mallon-McKay-2013,6
TAGLN3,ELAVL4,0.01629913,Co-expression,Mallon-McKay-2013,6
TAGLN3,ERC2,0.011050052,Co-expression,Mallon-McKay-2013,6
TAGLN3,SNAP25,0.005968214,Co-expression,Mallon-McKay-2013,6
TAGLN3,SYT4,0.010965463,Co-expression,Mallon-McKay-2013,6
TAGLN3,RPH3A,0.012945597,Co-expression,Mallon-McKay-2013,6
RUNX1T1,CADPS2,0.01253001,Co-expression,Roth-Zlotnik-2006,6
ETV1,CADPS2,0.009502335,Co-expression,Roth-Zlotnik-2006,6
ETV1,RUNX1T1,0.014511067,Co-expression,Roth-Zlotnik-2006,6
ZBTB20,ZNF462,0.022014352,Co-expression,Roth-Zlotnik-2006,6
EPHA7,CADPS2,0.009147408,Co-expression,Roth-Zlotnik-2006,6
ERC2,ELAVL4,0.008728174,Co-expression,Roth-Zlotnik-2006,6
PPP3CA,EPHA7,0.009686944,Co-expression,Roth-Zlotnik-2006,6
TENM1,ETV1,0.015313994,Co-expression,Roth-Zlotnik-2006,6
TBR1,HCN1,0.01820756,Co-expression,Roth-Zlotnik-2006,6
TBR1,PCDH7,0.013144502,Co-expression,Roth-Zlotnik-2006,6
GNG3,HCN1,0.009199401,Co-expression,Roth-Zlotnik-2006,6
GNG3,TENM2,0.007729019,Co-expression,Roth-Zlotnik-2006,6
GNG3,ELAVL4,0.011401079,Co-expression,Roth-Zlotnik-2006,6
SYT4,CADM1,0.010280564,Co-expression,Roth-Zlotnik-2006,6
SYT4,CADPS2,0.005038265,Co-expression,Roth-Zlotnik-2006,6
SYT4,RUNX1T1,0.007825788,Co-expression,Roth-Zlotnik-2006,6
SYT4,ETV1,0.005583506,Co-expression,Roth-Zlotnik-2006,6
SYT4,SNAP25,0.007522061,Co-expression,Roth-Zlotnik-2006,6
FAM19A1,ERC2,0.008002438,Co-expression,Roth-Zlotnik-2006,6
RPH3A,HCN1,0.011752621,Co-expression,Roth-Zlotnik-2006,6
RPH3A,TBR1,0.008061992,Co-expression,Roth-Zlotnik-2006,6
RPH3A,GNG3,0.005084673,Co-expression,Roth-Zlotnik-2006,6
EPHX4,HCN1,0.015492575,Co-expression,Roth-Zlotnik-2006,6
EPHX4,PCDH7,0.01345278,Co-expression,Roth-Zlotnik-2006,6
EPHX4,PPP3CA,0.00876377,Co-expression,Roth-Zlotnik-2006,6
EPHX4,TBR1,0.010610485,Co-expression,Roth-Zlotnik-2006,6
EPHX4,RPH3A,0.008467293,Co-expression,Roth-Zlotnik-2006,6
SLC8A2,CELF4,0.012251434,Co-expression,Roth-Zlotnik-2006,6
SLC8A2,SYT4,0.004350737,Co-expression,Roth-Zlotnik-2006,6
SLC24A2,PEX5L,0.018394247,Co-expression,Roth-Zlotnik-2006,6
SLC24A2,CADM2,0.009250551,Co-expression,Roth-Zlotnik-2006,6
RYR2,TENM2,0.01767708,Co-expression,Roth-Zlotnik-2006,6
RYR2,SLC8A1,0.016606158,Co-expression,Roth-Zlotnik-2006,6
CDH13,TENM2,0.022649651,Co-expression,Roth-Zlotnik-2006,6
CDH13,PCDH7,0.0289005,Co-expression,Roth-Zlotnik-2006,6
CDH13,ERC2,0.006825884,Co-expression,Roth-Zlotnik-2006,6
CDH13,TBR1,0.013080809,Co-expression,Roth-Zlotnik-2006,6
LGI3,SLC24A2,0.011373423,Co-expression,Roth-Zlotnik-2006,6
TAGLN3,CADM2,0.002069884,Co-expression,Roth-Zlotnik-2006,6
TAGLN3,ELAVL4,0.005682765,Co-expression,Roth-Zlotnik-2006,6
TAGLN3,ERC2,0.001909875,Co-expression,Roth-Zlotnik-2006,6
TAGLN3,SNAP25,0.003714657,Co-expression,Roth-Zlotnik-2006,6
TAGLN3,RPH3A,0.002609457,Co-expression,Roth-Zlotnik-2006,6
TAGLN3,EPHX4,0.003638955,Co-expression,Roth-Zlotnik-2006,6
NFIA,ZNF462,0.01498915,Co-expression,Ramaswamy-Golub-2001,6
NFIA,PCDH7,0.009347097,Co-expression,Ramaswamy-Golub-2001,6
ELAVL4,SLC8A1,0.012149843,Co-expression,Ramaswamy-Golub-2001,6
TBR1,PPP2R2B,0.009700902,Co-expression,Ramaswamy-Golub-2001,6
SLC8A2,NTNG1,0.01058057,Co-expression,Ramaswamy-Golub-2001,6
ERC2,CADM1,0.019171307,Co-expression,Burington-Shaughnessy-2008,6
SNAP25,EPHA7,0.02200601,Co-expression,Burington-Shaughnessy-2008,6
SLC8A2,NFIB,0.007899624,Co-expression,Burington-Shaughnessy-2008,6
RYR2,EPHA7,0.018186426,Co-expression,Burington-Shaughnessy-2008,6
RYR2,SNAP25,0.015901795,Co-expression,Burington-Shaughnessy-2008,6
ETV1,SOX5,0.018506713,Co-expression,Bild-Nevins-2006 B,6
EPHA7,SOX5,0.020800231,Co-expression,Bild-Nevins-2006 B,6
RPH3A,ELAVL4,0.007017374,Co-expression,Bild-Nevins-2006 B,6
RPH3A,ERC2,0.006926457,Co-expression,Bild-Nevins-2006 B,6
SLC8A2,SNAP25,0.018521847,Co-expression,Bild-Nevins-2006 B,6
CDH13,TENM4,0.02138197,Co-expression,Bild-Nevins-2006 B,6
PPP3CA,FOXP1,0.021819642,Co-expression,Rosenwald-Staudt-2001,6
CDH13,PPP2R2B,0.012326567,Co-expression,Rosenwald-Staudt-2001,6
ELAVL4,NTNG1,0.013172801,Co-expression,Smirnov-Cheung-2009,6
ELAVL4,PTPRG,0.016982462,Co-expression,Smirnov-Cheung-2009,6
TBR1,NTNG1,0.019230098,Co-expression,Smirnov-Cheung-2009,6
GNG3,PCDH7,0.007242438,Co-expression,Smirnov-Cheung-2009,6
SLC8A2,TBR1,0.02167293,Co-expression,Smirnov-Cheung-2009,6
SLC24A2,SLC8A1,0.016084423,Co-expression,Smirnov-Cheung-2009,6
SLC24A2,NFIX,0.010790257,Co-expression,Smirnov-Cheung-2009,6
PPP3CA,FOXP1,0.020361008,Co-expression,Alizadeh-Staudt-2000,6
ETV1,TENM4,0.00749069,Co-expression,Wang-Cheung-2015,6
SNAP25,EPHA7,0.019469276,Co-expression,Wang-Cheung-2015,6
NFIC,CADM1,0.008111673,Co-expression,Wang-Cheung-2015,6
CDH13,SNAP23,0.012272144,Co-expression,Wang-Cheung-2015,6
SLC17A6,SLC24A2,0.008434236,Co-expression,Wang-Cheung-2015,6
NFIA,PCDH7,0.005384388,Co-expression,Wu-Garvey-2007,6
EPHA7,CADM1,0.009781817,Co-expression,Wu-Garvey-2007,6
ERC2,PCDH7,0.004674184,Co-expression,Wu-Garvey-2007,6
SNAP23,NFIA,0.010613561,Co-expression,Wu-Garvey-2007,6
NFIC,PPP3CA,0.015890809,Co-expression,Wu-Garvey-2007,6
RYR2,CADM1,0.022771714,Co-expression,Wu-Garvey-2007,6
RYR2,ELAVL4,0.010529419,Co-expression,Wu-Garvey-2007,6
ETV1,CADM1,0.026042277,Co-expression,Innocenti-Brown-2011,6
NFIB,NFIA,0.024754044,Co-expression,Innocenti-Brown-2011,6
GNG3,LRRTM3,0.011248126,Co-expression,Innocenti-Brown-2011,6
SYT4,PCDH7,0.014914786,Co-expression,Innocenti-Brown-2011,6
FAM19A1,ERC2,0.007210154,Co-expression,Innocenti-Brown-2011,6
FAM19A1,GNG3,0.005010727,Co-expression,Innocenti-Brown-2011,6
RPH3A,ELAVL4,0.013821392,Co-expression,Innocenti-Brown-2011,6
RYR2,PCDH7,0.018712342,Co-expression,Innocenti-Brown-2011,6
TAGLN3,HCN1,0.017715156,Co-expression,Innocenti-Brown-2011,6
TAGLN3,TENM4,0.014638804,Co-expression,Innocenti-Brown-2011,6
ETV1,TENM4,0.012248243,Co-expression,Wang-Maris-2006,6
PPP2R2B,NFIA,0.007547402,Co-expression,Wang-Maris-2006,6
TENM1,NTNG1,0.024384685,Co-expression,Wang-Maris-2006,6
TENM1,PTPRG,0.024771225,Co-expression,Wang-Maris-2006,6
NFIC,PPP2R2B,0.009589019,Co-expression,Wang-Maris-2006,6
SLC8A2,TBR1,0.008889995,Co-expression,Wang-Maris-2006,6
ZBTB20,FOXP1,0.011987306,Co-expression,Bahr-Bowler-2013,6
NFIC,ZBTB20,0.010870946,Co-expression,Bahr-Bowler-2013,6
TENM4,PCDH7,0.00460302,Co-expression,Rieger-Chu-2004,6
EPHA7,ELAVL4,0.01168772,Co-expression,Rieger-Chu-2004,6
NFIB,NFIA,0.01386008,Co-expression,Rieger-Chu-2004,6
NFIX,SOX5,0.010321922,Co-expression,Rieger-Chu-2004,6
CDH13,TENM4,0.003835831,Co-expression,Rieger-Chu-2004,6
CDH13,ELAVL4,0.019493993,Co-expression,Rieger-Chu-2004,6
CDH13,EPHA7,0.012842458,Co-expression,Rieger-Chu-2004,6
CDH13,TENM1,0.02638918,Co-expression,Rieger-Chu-2004,6
SNAP25,PEX5L,0.008129497,Co-expression,Chen-Brown-2002,6
SYT4,ZNF462,0.007930822,Co-expression,Chen-Brown-2002,6
SYT4,PEX5L,0.003668353,Co-expression,Chen-Brown-2002,6
SYT4,NTNG1,0.007056915,Co-expression,Chen-Brown-2002,6
SYT4,SNAP25,0.008853298,Co-expression,Chen-Brown-2002,6
ETV1,CADPS2,0.015198975,Co-localization,Johnson-Shoemaker-2003,6
ELAVL4,AGBL4,0.007342428,Co-localization,Johnson-Shoemaker-2003,6
ELAVL4,CELF4,0.007869755,Co-localization,Johnson-Shoemaker-2003,6
PPP2R2B,CELF4,0.006887038,Co-localization,Johnson-Shoemaker-2003,6
PPP2R2B,PEX5L,0.006292764,Co-localization,Johnson-Shoemaker-2003,6
PPP3CA,PPP2R2B,0.00254161,Co-localization,Johnson-Shoemaker-2003,6
SNAP25,AGBL4,0.004795721,Co-localization,Johnson-Shoemaker-2003,6
SNAP25,CELF4,0.005156223,Co-localization,Johnson-Shoemaker-2003,6
SNAP25,ELAVL4,0.001406407,Co-localization,Johnson-Shoemaker-2003,6
SNAP25,PPP2R2B,0.001225858,Co-localization,Johnson-Shoemaker-2003,6
SNAP25,PPP3CA,0.001895975,Co-localization,Johnson-Shoemaker-2003,6
ERC1,RUNX1T1,0.0163241,Co-localization,Johnson-Shoemaker-2003,6
ERC1,ETV1,0.015744664,Co-localization,Johnson-Shoemaker-2003,6
TENM1,ETV1,0.015910555,Co-localization,Johnson-Shoemaker-2003,6
TENM1,ERC1,0.017486213,Co-localization,Johnson-Shoemaker-2003,6
NFIB,CADPS2,0.025309935,Co-localization,Johnson-Shoemaker-2003,6
NFIB,RUNX1T1,0.018436858,Co-localization,Johnson-Shoemaker-2003,6
NFIB,ETV1,0.013277475,Co-localization,Johnson-Shoemaker-2003,6
