Gene 1,Gene 2,Weight,Network group,Network,cluster
CHD7,MYO16,0.000394319,Genetic Interactions,Lin-Smith-2010,8
CHD7,NRXN3,0.000291991,Genetic Interactions,Lin-Smith-2010,8
LYST,HS6ST3,0.000673937,Genetic Interactions,Lin-Smith-2010,8
DOT1L,HS6ST3,0.000790996,Genetic Interactions,Lin-Smith-2010,8
DOT1L,AUTS2,0.000431584,Genetic Interactions,Lin-Smith-2010,8
NRXN2,DPP10,0.000763143,Genetic Interactions,Lin-Smith-2010,8
NRXN2,TSHZ3,0.00110685,Genetic Interactions,Lin-Smith-2010,8
NRXN2,ELAVL4,0.001860672,Genetic Interactions,Lin-Smith-2010,8
KCND2,HS3ST4,0.00027018,Genetic Interactions,Lin-Smith-2010,8
KCND2,MMP16,0.000776693,Genetic Interactions,Lin-Smith-2010,8
KCND2,DPP10,0.000349497,Genetic Interactions,Lin-Smith-2010,8
KCND2,ZEB2,0.000311031,Genetic Interactions,Lin-Smith-2010,8
KCND2,TCF4,0.000323952,Genetic Interactions,Lin-Smith-2010,8
KCND2,MLLT10,0.000447201,Genetic Interactions,Lin-Smith-2010,8
NLGN1,NRXN1,1.0,Physical Interactions,IREF-DIP,8
ATN1,ZNF608,1.0,Physical Interactions,IREF-DIP,8
HOXB1,PBX1,1.0,Physical Interactions,IREF-DIP,8
CACNG2,GRIA1,0.8660254,Physical Interactions,IREF-DIP,8
SP7,TCF4,0.28581312,Physical Interactions,IREF-DIP,8
ID3,TCF4,0.3040456,Physical Interactions,IREF-DIP,8
MLLT10,TCF4,0.2618461,Physical Interactions,IREF-DIP,8
DOT1L,TCF4,0.1968642,Physical Interactions,IREF-DIP,8
DOT1L,MLLT10,0.40005553,Physical Interactions,IREF-DIP,8
AUTS2,ZNF608,0.3846674,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,8
NLGN1,NRXN1,0.1208259,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,8
ATN1,AUTS2,0.04058216,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,8
HOXB1,PBX1,0.124069095,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,8
CACNG2,GRIA1,0.11458002,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,8
GRIK5,GRIK3,0.71192795,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,8
FBRS,AUTS2,0.3846674,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,8
SYT13,NRXN1,0.45568034,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,8
APBB1,TSHZ2,0.19235568,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,8
APBB1,TSHZ3,0.36440995,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,8
MYO16,NRXN1,0.45568034,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,8
ID3,TCF4,0.034137733,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,8
ZNF609,AUTS2,0.3846674,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,8
TANC1,PRICKLE1,0.31438243,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,8
NRXN3,NLGN1,0.32293227,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,8
CHD7,ZBTB20,0.43279907,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,8
LYST,CELF4,0.31901214,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,8
LYST,ATN1,0.032499943,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,8
DOT1L,MLLT10,0.07583291,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,8
NRXN2,NLGN1,0.25850663,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,8
KCND2,DPP10,0.3108023,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,8
TANC2,PRICKLE1,0.25194654,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES,8
NLGN1,NRXN1,0.07014569,Predicted,I2D-BIND-Rat2Human,8
NRXN3,NLGN1,0.106924124,Predicted,I2D-BIND-Rat2Human,8
NRXN2,NLGN1,0.106924124,Predicted,I2D-BIND-Rat2Human,8
NLGN1,NRXN1,0.25279924,Predicted,Wu-Stein-2010,8
HOXB1,PBX1,0.033336148,Predicted,Wu-Stein-2010,8
CACNG2,GRIA1,0.17634167,Predicted,Wu-Stein-2010,8
GRIK5,GRIK3,0.25903904,Predicted,Wu-Stein-2010,8
ID3,TCF4,0.056495257,Predicted,Wu-Stein-2010,8
NRXN3,NLGN1,0.27595463,Predicted,Wu-Stein-2010,8
NRXN2,NLGN1,0.3738508,Predicted,Wu-Stein-2010,8
TSHZ3,TSHZ2,0.010864592,Shared protein domains,INTERPRO,8
ELAVL4,CELF4,0.005949674,Shared protein domains,INTERPRO,8
ZEB2,TSHZ2,0.02620905,Shared protein domains,INTERPRO,8
ZEB2,TSHZ3,0.012890181,Shared protein domains,INTERPRO,8
GRIA1,GRIK3,0.042483553,Shared protein domains,INTERPRO,8
GRIK5,GRIK3,0.042483553,Shared protein domains,INTERPRO,8
GRIK5,GRIA1,0.042483553,Shared protein domains,INTERPRO,8
FBRS,AUTS2,0.5,Shared protein domains,INTERPRO,8
SP7,ZNF608,0.003073132,Shared protein domains,INTERPRO,8
SP7,TSHZ3,0.003800119,Shared protein domains,INTERPRO,8
ID3,TCF4,0.009179417,Shared protein domains,INTERPRO,8
ZNF609,ZNF608,0.00545887,Shared protein domains,INTERPRO,8
ZNF609,SP7,0.003073025,Shared protein domains,INTERPRO,8
TANC1,MYO16,0.015172046,Shared protein domains,INTERPRO,8
NRXN3,NRXN1,0.039292276,Shared protein domains,INTERPRO,8
LYST,TLE4,0.013783485,Shared protein domains,INTERPRO,8
NRXN2,NRXN1,0.03696346,Shared protein domains,INTERPRO,8
NRXN2,NRXN3,0.03696346,Shared protein domains,INTERPRO,8
TANC2,MYO16,0.015172046,Shared protein domains,INTERPRO,8
TANC2,TANC1,0.04105,Shared protein domains,INTERPRO,8
ERC2,FAM19A1,0.008002438,Co-expression,Roth-Zlotnik-2006,9
ERC2,CELF2,0.007518571,Co-expression,Roth-Zlotnik-2006,9
MYCBP2,CELF2,0.025124177,Co-expression,Roth-Zlotnik-2006,9
MYCBP2,ERC2,0.006699367,Co-expression,Roth-Zlotnik-2006,9
MYCBP2,BCL11A,0.019111894,Co-expression,Roth-Zlotnik-2006,9
ATP2B1,CELF2,0.010541785,Co-expression,Roth-Zlotnik-2006,9
CNKSR2,NRXN3,0.009037876,Co-expression,Roth-Zlotnik-2006,9
CNKSR2,NLGN1,0.014447927,Co-expression,Roth-Zlotnik-2006,9
GRIA1,CNKSR2,0.01689822,Co-expression,Roth-Zlotnik-2006,9
GRIA2,GRIA3,0.026316354,Co-expression,Roth-Zlotnik-2006,9
RBFOX1,CELF2,0.009720696,Co-expression,Roth-Zlotnik-2006,9
RBFOX1,GRIA3,0.009048042,Co-expression,Roth-Zlotnik-2006,9
RBFOX1,ATP2B1,0.004850957,Co-expression,Roth-Zlotnik-2006,9
RBFOX1,CNKSR2,0.008893045,Co-expression,Roth-Zlotnik-2006,9
RBFOX1,GRIA2,0.01092928,Co-expression,Roth-Zlotnik-2006,9
DAB1,GRIA1,0.01805967,Co-expression,Roth-Zlotnik-2006,9
SYT1,FAM19A1,0.005685895,Co-expression,Roth-Zlotnik-2006,9
SYT1,CELF2,0.006336607,Co-expression,Roth-Zlotnik-2006,9
SYT1,R3HDM1,0.006404271,Co-expression,Roth-Zlotnik-2006,9
SYT1,ERC2,0.002674511,Co-expression,Roth-Zlotnik-2006,9
SYT1,MYCBP2,0.005570137,Co-expression,Roth-Zlotnik-2006,9
SYT1,GRIA2,0.007236282,Co-expression,Roth-Zlotnik-2006,9
GRIN2B,GRIA3,0.022041373,Co-expression,Roth-Zlotnik-2006,9
PPP3CA,ATP2B1,0.006781938,Co-expression,Roth-Zlotnik-2006,9
PPP3CA,CNKSR2,0.011413818,Co-expression,Roth-Zlotnik-2006,9
PPP3CA,RBFOX1,0.006114758,Co-expression,Roth-Zlotnik-2006,9
KCNMA1,SYT1,0.005988702,Co-expression,Roth-Zlotnik-2006,9
GABRG2,ERC2,0.002745503,Co-expression,Roth-Zlotnik-2006,9
GABRG2,MYCBP2,0.005968162,Co-expression,Roth-Zlotnik-2006,9
GABRG2,CNKSR2,0.006482272,Co-expression,Roth-Zlotnik-2006,9
GABRG2,SYT1,0.002391522,Co-expression,Roth-Zlotnik-2006,9
GABRA1,SYT1,0.004234883,Co-expression,Roth-Zlotnik-2006,9
GABRA1,GABRG2,0.004871531,Co-expression,Roth-Zlotnik-2006,9
GABRB2,SYT1,0.00787155,Co-expression,Roth-Zlotnik-2006,9
GABRB2,GABRG2,0.0086003,Co-expression,Roth-Zlotnik-2006,9
GABRB2,GABRA1,0.016938474,Co-expression,Roth-Zlotnik-2006,9
DLG2,GRIA3,0.011464916,Co-expression,Roth-Zlotnik-2006,9
DLG2,NLGN1,0.008139551,Co-expression,Roth-Zlotnik-2006,9
DLG2,GRIA2,0.013186678,Co-expression,Roth-Zlotnik-2006,9
NRXN1,ERC2,0.010422405,Co-expression,Roth-Zlotnik-2006,9
NRXN1,SYT1,0.008748952,Co-expression,Roth-Zlotnik-2006,9
NRXN1,GABRG2,0.009552727,Co-expression,Roth-Zlotnik-2006,9
NRXN2,DAB1,0.011489332,Co-expression,Roth-Zlotnik-2006,9
CACNG2,CELF4,0.01165979,Co-expression,Roth-Zlotnik-2006,9
CACNG2,GABRB2,0.011582884,Co-expression,Roth-Zlotnik-2006,9
CACNG2,NRXN1,0.011127047,Co-expression,Roth-Zlotnik-2006,9
CACNG2,NRXN2,0.004754051,Co-expression,Roth-Zlotnik-2006,9
LRP8,SYT1,0.006493976,Co-expression,Roth-Zlotnik-2006,9
LRP8,GABRG2,0.007176596,Co-expression,Roth-Zlotnik-2006,9
FAM168A,GRIA4,0.009096433,Co-expression,Roth-Zlotnik-2006,9
BCL11A,R3HDM1,0.02118663,Co-expression,Wang-Maris-2006,9
ZIC1,R3HDM1,0.015490123,Co-expression,Wang-Maris-2006,9
CADPS,ERC2,0.011301518,Co-expression,Wang-Maris-2006,9
ATP2B1,R3HDM1,0.017538747,Co-expression,Wang-Maris-2006,9
GRIA1,ERC2,0.010341431,Co-expression,Wang-Maris-2006,9
GRIA1,CNKSR2,0.020354666,Co-expression,Wang-Maris-2006,9
GRIA2,MYCBP2,0.013605787,Co-expression,Wang-Maris-2006,9
SYT1,NLGN1,0.013673005,Co-expression,Wang-Maris-2006,9
GABRG2,GRIN2B,0.01322707,Co-expression,Wang-Maris-2006,9
GABRB2,NRXN3,0.00941418,Co-expression,Wang-Maris-2006,9
KIF17,GABRA1,0.013266532,Co-expression,Wang-Maris-2006,9
DLG2,ERC2,0.010826974,Co-expression,Wang-Maris-2006,9
DLG2,SYT1,0.016661083,Co-expression,Wang-Maris-2006,9
NRXN1,NLGN1,0.021063885,Co-expression,Wang-Maris-2006,9
NRXN1,CADPS,0.013253645,Co-expression,Wang-Maris-2006,9
NRXN1,GRIA1,0.015987033,Co-expression,Wang-Maris-2006,9
NRXN1,SYT1,0.012287878,Co-expression,Wang-Maris-2006,9
LRP8,SYT1,0.017338071,Co-expression,Wang-Maris-2006,9
ATP2B1,AUTS2,0.017754925,Co-expression,Dobbin-Giordano-2005,9
ATP2B1,MYCBP2,0.016163584,Co-expression,Dobbin-Giordano-2005,9
DAB1,GRIA1,0.007990729,Co-expression,Dobbin-Giordano-2005,9
GRIN2B,CNKSR2,0.029003652,Co-expression,Dobbin-Giordano-2005,9
GRIN2B,DAB1,0.007810518,Co-expression,Dobbin-Giordano-2005,9
KCNMA1,GRIA2,0.011639435,Co-expression,Dobbin-Giordano-2005,9
KIF17,GRIA3,0.03472381,Co-expression,Dobbin-Giordano-2005,9
BHLHE40,NRXN3,0.011409394,Co-expression,Dobbin-Giordano-2005,9
NRXN3,ERC2,0.018293086,Co-expression,Mallon-McKay-2013,9
GRIA1,CELF4,0.02387623,Co-expression,Mallon-McKay-2013,9
GRIA1,GRIA3,0.026301395,Co-expression,Mallon-McKay-2013,9
HNRNPA2B1,DDX5,0.002815038,Co-expression,Mallon-McKay-2013,9
SYT1,GRIA1,0.014985045,Co-expression,Mallon-McKay-2013,9
GRIN2B,GRIA1,0.012621141,Co-expression,Mallon-McKay-2013,9
GABRG2,CELF4,0.013231225,Co-expression,Mallon-McKay-2013,9
GABRG2,GRIA3,0.014517513,Co-expression,Mallon-McKay-2013,9
GABRG2,GRIA1,0.011732819,Co-expression,Mallon-McKay-2013,9
GABRG2,SYT1,0.008806528,Co-expression,Mallon-McKay-2013,9
GABRA1,FAM19A1,0.010213909,Co-expression,Mallon-McKay-2013,9
GABRA1,CELF4,0.009056841,Co-expression,Mallon-McKay-2013,9
GABRA1,GRIA3,0.010044389,Co-expression,Mallon-McKay-2013,9
GABRA1,GRIA1,0.008012055,Co-expression,Mallon-McKay-2013,9
GABRA1,GRIA2,0.009535342,Co-expression,Mallon-McKay-2013,9
GABRA1,RBFOX1,0.00789873,Co-expression,Mallon-McKay-2013,9
GABRA1,SYT1,0.005654656,Co-expression,Mallon-McKay-2013,9
GABRA1,GRIN2B,0.005253222,Co-expression,Mallon-McKay-2013,9
GABRA1,GABRG2,0.005312133,Co-expression,Mallon-McKay-2013,9
DLG2,ERC2,0.022764025,Co-expression,Mallon-McKay-2013,9
DLG2,GABRA1,0.009096186,Co-expression,Mallon-McKay-2013,9
NRXN1,ERC2,0.011627777,Co-expression,Mallon-McKay-2013,9
NRXN2,NLGN1,0.010556645,Co-expression,Mallon-McKay-2013,9
NRXN2,NRXN1,0.007059619,Co-expression,Mallon-McKay-2013,9
CACNG2,GRIN2B,0.011278468,Co-expression,Mallon-McKay-2013,9
CACNG2,GABRA1,0.007127479,Co-expression,Mallon-McKay-2013,9
NRXN3,AUTS2,0.009957057,Co-expression,Smirnov-Cheung-2009,9
HNRNPA2B1,R3HDM1,0.0187143,Co-expression,Smirnov-Cheung-2009,9
RBFOX1,ERC2,0.017071607,Co-expression,Smirnov-Cheung-2009,9
KCNMA1,AUTS2,0.018037157,Co-expression,Smirnov-Cheung-2009,9
GRIA4,NLGN1,0.029977722,Co-expression,Smirnov-Cheung-2009,9
MSL1,PICK1,0.009330831,Co-expression,Smirnov-Cheung-2009,9
ERC1,GRIA3,0.01688777,Co-expression,Smirnov-Cheung-2009,9
MYCBP2,CELF2,0.015445608,Co-expression,Chen-Brown-2002,9
CADPS,ERC2,0.009211877,Co-expression,Chen-Brown-2002,9
GRIA2,ERC2,0.010559771,Co-expression,Chen-Brown-2002,9
GRIA2,CADPS,0.018274508,Co-expression,Chen-Brown-2002,9
BHLHE40,R3HDM1,0.019212915,Co-expression,Chen-Brown-2002,9
ERC2,FAM19A1,0.007210154,Co-expression,Innocenti-Brown-2011,9
CADPS,NLGN1,0.022131467,Co-expression,Innocenti-Brown-2011,9
HNRNPA2B1,DDX5,0.007681343,Co-expression,Innocenti-Brown-2011,9
GRIA2,ERC2,0.02269793,Co-expression,Innocenti-Brown-2011,9
GABRB2,DAB1,0.000563904,Co-expression,Innocenti-Brown-2011,9
GRIA4,FAM19A1,0.00550273,Co-expression,Innocenti-Brown-2011,9
FAM168A,HNRNPA2B1,0.003096447,Co-expression,Innocenti-Brown-2011,9
FAM168A,DAB1,0.001452448,Co-expression,Innocenti-Brown-2011,9
R3HDM1,AUTS2,0.014882547,Co-expression,Wu-Garvey-2007,9
NLGN1,ERC2,0.005043093,Co-expression,Wu-Garvey-2007,9
HNRNPA2B1,MYCBP2,0.007254695,Co-expression,Wu-Garvey-2007,9
GRIN2B,GRIA3,0.01601807,Co-expression,Wu-Garvey-2007,9
NRXN2,NRXN3,0.017559506,Co-expression,Wu-Garvey-2007,9
FAM168A,ATP2B1,0.016150068,Co-expression,Wu-Garvey-2007,9
CNKSR2,ZIC1,0.011022545,Co-expression,Perou-Botstein-1999,9
SYT1,DDX5,0.015947036,Co-expression,Perou-Botstein-1999,9
GRIA3,FAM19A1,0.017726028,Co-expression,Noble-Diehl-2008,9
HNRNPA2B1,DDX5,0.009969703,Co-expression,Noble-Diehl-2008,9
DAB1,CELF4,0.005019869,Co-expression,Noble-Diehl-2008,9
SYT1,TENM2,0.015339904,Co-expression,Noble-Diehl-2008,9
FAM168A,BCL11A,0.01032649,Co-expression,Noble-Diehl-2008,9
ATP2B1,CELF2,0.013443903,Co-expression,Bild-Nevins-2006 B,9
HNRNPA2B1,R3HDM1,0.004462394,Co-expression,Bild-Nevins-2006 B,9
GRIA2,AUTS2,0.022845812,Co-expression,Bild-Nevins-2006 B,9
NRXN1,NLGN1,0.007290186,Co-expression,Bild-Nevins-2006 B,9
NRXN2,SLIT3,0.013143551,Co-expression,Bild-Nevins-2006 B,9
MYCBP2,BCL11A,0.011133153,Co-expression,Ramaswamy-Golub-2001,9
DDX5,CELF2,0.006357954,Co-expression,Ramaswamy-Golub-2001,9
DDX5,R3HDM1,0.004560723,Co-expression,Ramaswamy-Golub-2001,9
HNRNPA2B1,R3HDM1,0.004160141,Co-expression,Ramaswamy-Golub-2001,9
HNRNPA2B1,DDX5,0.002935117,Co-expression,Ramaswamy-Golub-2001,9
GABRB2,RBFOX1,0.015099699,Co-expression,Ramaswamy-Golub-2001,9
DLG2,CADPS,0.013430147,Co-expression,Ramaswamy-Golub-2001,9
DAZAP2,FAM168A,0.010250378,Co-expression,Ramaswamy-Golub-2001,9
GRIA1,SLIT3,0.016766727,Co-expression,Wang-Cheung-2015,9
SYT1,NLGN1,0.015147598,Co-expression,Wang-Cheung-2015,9
DLG2,GABRG2,0.023219759,Co-expression,Wang-Cheung-2015,9
BHLHE40,MSL1,0.009150311,Co-expression,Wang-Cheung-2015,9
HNRNPA2B1,CELF2,0.006924921,Co-expression,Burington-Shaughnessy-2008,9
HNRNPA2B1,R3HDM1,0.005602306,Co-expression,Burington-Shaughnessy-2008,9
SYT1,ERC2,0.022274759,Co-expression,Burington-Shaughnessy-2008,9
DLG2,GRIA2,0.017252725,Co-expression,Burington-Shaughnessy-2008,9
DAZAP2,ATP2B1,0.015029177,Co-expression,Burington-Shaughnessy-2008,9
BCL11A,CELF2,0.02160619,Co-localization,Johnson-Shoemaker-2003,9
BCL11A,R3HDM1,0.018994918,Co-localization,Johnson-Shoemaker-2003,9
GRIA3,NRXN3,0.013397565,Co-localization,Johnson-Shoemaker-2003,9
CNKSR2,CELF4,0.008158901,Co-localization,Johnson-Shoemaker-2003,9
CNKSR2,GRIA3,0.003532054,Co-localization,Johnson-Shoemaker-2003,9
CNKSR2,ATP2B1,0.004753268,Co-localization,Johnson-Shoemaker-2003,9
GRIA1,CELF2,0.016446078,Co-localization,Johnson-Shoemaker-2003,9
GRIA1,CNKSR2,0.004756858,Co-localization,Johnson-Shoemaker-2003,9
GRIA2,NRXN3,0.017990466,Co-localization,Johnson-Shoemaker-2003,9
GRIA2,GRIA3,0.007140839,Co-localization,Johnson-Shoemaker-2003,9
GRIA2,ATP2B1,0.00884692,Co-localization,Johnson-Shoemaker-2003,9
GRIA2,CNKSR2,0.004541473,Co-localization,Johnson-Shoemaker-2003,9
GRIA2,GRIA1,0.009917008,Co-localization,Johnson-Shoemaker-2003,9
RBFOX1,ATP2B1,0.00538232,Co-localization,Johnson-Shoemaker-2003,9
RBFOX1,CNKSR2,0.0028487,Co-localization,Johnson-Shoemaker-2003,9
DAB1,GRIA1,0.017729484,Co-localization,Johnson-Shoemaker-2003,9
SYT1,CELF4,0.006140247,Co-localization,Johnson-Shoemaker-2003,9
SYT1,CELF2,0.005172818,Co-localization,Johnson-Shoemaker-2003,9
SYT1,NRXN3,0.006365275,Co-localization,Johnson-Shoemaker-2003,9
SYT1,MYCBP2,0.005082668,Co-localization,Johnson-Shoemaker-2003,9
SYT1,GRIA3,0.002695225,Co-localization,Johnson-Shoemaker-2003,9
SYT1,CADPS,0.005565133,Co-localization,Johnson-Shoemaker-2003,9
SYT1,CNKSR2,0.001644614,Co-localization,Johnson-Shoemaker-2003,9
SYT1,GRIA2,0.003145014,Co-localization,Johnson-Shoemaker-2003,9
SYT1,RBFOX1,0.00218171,Co-localization,Johnson-Shoemaker-2003,9
GRIN2B,CNKSR2,0.006626173,Co-localization,Johnson-Shoemaker-2003,9
GRIN2B,GRIA1,0.016678855,Co-localization,Johnson-Shoemaker-2003,9
GRIN2B,SYT1,0.004813721,Co-localization,Johnson-Shoemaker-2003,9
PPP3CA,ATP2B1,0.006820867,Co-localization,Johnson-Shoemaker-2003,9
PPP3CA,CNKSR2,0.003289748,Co-localization,Johnson-Shoemaker-2003,9
PPP3CA,GRIA1,0.006180978,Co-localization,Johnson-Shoemaker-2003,9
PPP3CA,GRIA2,0.006020291,Co-localization,Johnson-Shoemaker-2003,9
PPP3CA,RBFOX1,0.003657934,Co-localization,Johnson-Shoemaker-2003,9
GABRG2,NRXN3,0.012109631,Co-localization,Johnson-Shoemaker-2003,9
GABRG2,MYCBP2,0.009722736,Co-localization,Johnson-Shoemaker-2003,9
GABRG2,GRIA3,0.005076633,Co-localization,Johnson-Shoemaker-2003,9
GABRG2,GRIA2,0.006151049,Co-localization,Johnson-Shoemaker-2003,9
GABRG2,RBFOX1,0.004023237,Co-localization,Johnson-Shoemaker-2003,9
GABRG2,SYT1,0.00258164,Co-localization,Johnson-Shoemaker-2003,9
GABRG2,GRIN2B,0.009489385,Co-localization,Johnson-Shoemaker-2003,9
GABRB2,CELF4,0.007880342,Co-localization,Johnson-Shoemaker-2003,9
GABRB2,NRXN3,0.008325298,Co-localization,Johnson-Shoemaker-2003,9
GABRB2,GRIA3,0.00347169,Co-localization,Johnson-Shoemaker-2003,9
GABRB2,CADPS,0.007022554,Co-localization,Johnson-Shoemaker-2003,9
GABRB2,RBFOX1,0.002846867,Co-localization,Johnson-Shoemaker-2003,9
GABRB2,SYT1,0.001777574,Co-localization,Johnson-Shoemaker-2003,9
GABRB2,GABRG2,0.003214756,Co-localization,Johnson-Shoemaker-2003,9
DLG2,NLGN1,0.012383396,Co-localization,Johnson-Shoemaker-2003,9
DLG2,DAB1,0.010900431,Co-localization,Johnson-Shoemaker-2003,9
DLG2,SYT1,0.002567886,Co-localization,Johnson-Shoemaker-2003,9
GRIA4,ZIC1,0.011124021,Co-localization,Johnson-Shoemaker-2003,9
NRXN1,DAB1,0.022453291,Co-localization,Johnson-Shoemaker-2003,9
NRXN1,SYT1,0.004522031,Co-localization,Johnson-Shoemaker-2003,9
NRXN1,GABRB2,0.006167623,Co-localization,Johnson-Shoemaker-2003,9
NRXN2,GRIA4,0.020456415,Co-localization,Johnson-Shoemaker-2003,9
NRXN2,NRXN1,0.024914535,Co-localization,Johnson-Shoemaker-2003,9
CACNG2,CELF4,0.012977617,Co-localization,Johnson-Shoemaker-2003,9
CACNG2,NRXN3,0.013422737,Co-localization,Johnson-Shoemaker-2003,9
CACNG2,NLGN1,0.011915587,Co-localization,Johnson-Shoemaker-2003,9
CACNG2,CADPS,0.011981583,Co-localization,Johnson-Shoemaker-2003,9
CACNG2,SYT1,0.002621762,Co-localization,Johnson-Shoemaker-2003,9
CACNG2,GABRG2,0.004784473,Co-localization,Johnson-Shoemaker-2003,9
CACNG2,GABRB2,0.003593439,Co-localization,Johnson-Shoemaker-2003,9
CACNG2,NRXN1,0.009646948,Co-localization,Johnson-Shoemaker-2003,9
NSF,CELF4,0.006883974,Co-localization,Johnson-Shoemaker-2003,9
NSF,NRXN3,0.007007708,Co-localization,Johnson-Shoemaker-2003,9
NSF,MYCBP2,0.006053103,Co-localization,Johnson-Shoemaker-2003,9
NSF,ATP2B1,0.003685632,Co-localization,Johnson-Shoemaker-2003,9
NSF,CNKSR2,0.001895053,Co-localization,Johnson-Shoemaker-2003,9
NSF,GRIA1,0.003734535,Co-localization,Johnson-Shoemaker-2003,9
NSF,GRIA2,0.003626019,Co-localization,Johnson-Shoemaker-2003,9
NSF,RBFOX1,0.002447994,Co-localization,Johnson-Shoemaker-2003,9
NSF,SYT1,0.001454467,Co-localization,Johnson-Shoemaker-2003,9
NSF,GRIN2B,0.005619782,Co-localization,Johnson-Shoemaker-2003,9
NSF,PPP3CA,0.002465514,Co-localization,Johnson-Shoemaker-2003,9
NSF,GABRG2,0.002722197,Co-localization,Johnson-Shoemaker-2003,9
NSF,GABRB2,0.00187943,Co-localization,Johnson-Shoemaker-2003,9
NSF,DLG2,0.0028295,Co-localization,Johnson-Shoemaker-2003,9
NSF,CACNG2,0.002724493,Co-localization,Johnson-Shoemaker-2003,9
ERC1,ZIC1,0.013573975,Co-localization,Johnson-Shoemaker-2003,9
GRIA2,GRIA3,0.006349907,Co-localization,Schadt-Shoemaker-2004,9
GRIA2,ATP2B1,0.009768185,Co-localization,Schadt-Shoemaker-2004,9
GRIN2B,GRIA3,0.005798001,Co-localization,Schadt-Shoemaker-2004,9
GRIN2B,ATP2B1,0.010438806,Co-localization,Schadt-Shoemaker-2004,9
GRIN2B,GRIA2,0.006316649,Co-localization,Schadt-Shoemaker-2004,9
PPP3CA,GRIA3,0.005724181,Co-localization,Schadt-Shoemaker-2004,9
PPP3CA,ATP2B1,0.011557732,Co-localization,Schadt-Shoemaker-2004,9
PPP3CA,GRIA2,0.005827439,Co-localization,Schadt-Shoemaker-2004,9
PPP3CA,GRIN2B,0.005900156,Co-localization,Schadt-Shoemaker-2004,9
GABRA1,GRIA3,0.00516538,Co-localization,Schadt-Shoemaker-2004,9
GABRA1,ATP2B1,0.010432878,Co-localization,Schadt-Shoemaker-2004,9
GABRA1,GRIA2,0.006057533,Co-localization,Schadt-Shoemaker-2004,9
GABRA1,GRIN2B,0.005913927,Co-localization,Schadt-Shoemaker-2004,9
GABRA1,PPP3CA,0.005701016,Co-localization,Schadt-Shoemaker-2004,9
DLG2,GRIA3,0.008595448,Co-localization,Schadt-Shoemaker-2004,9
DLG2,GRIA2,0.009052143,Co-localization,Schadt-Shoemaker-2004,9
DLG2,GRIN2B,0.008938012,Co-localization,Schadt-Shoemaker-2004,9
DLG2,PPP3CA,0.008217866,Co-localization,Schadt-Shoemaker-2004,9
DLG2,GABRA1,0.008125835,Co-localization,Schadt-Shoemaker-2004,9
GRIA4,GRIA3,0.00588591,Co-localization,Schadt-Shoemaker-2004,9
GRIA4,ATP2B1,0.01080545,Co-localization,Schadt-Shoemaker-2004,9
GRIA4,GRIA2,0.007023969,Co-localization,Schadt-Shoemaker-2004,9
GRIA4,GRIN2B,0.006422703,Co-localization,Schadt-Shoemaker-2004,9
GRIA4,PPP3CA,0.006338065,Co-localization,Schadt-Shoemaker-2004,9
GRIA4,GABRA1,0.00639596,Co-localization,Schadt-Shoemaker-2004,9
GRIA4,DLG2,0.009274319,Co-localization,Schadt-Shoemaker-2004,9
AUTS2,MSI2,0.000185933,Genetic Interactions,Lin-Smith-2010,9
AUTS2,CELF4,0.000189066,Genetic Interactions,Lin-Smith-2010,9
SLIT3,MSI2,0.000272491,Genetic Interactions,Lin-Smith-2010,9
SLIT3,CELF4,0.000277083,Genetic Interactions,Lin-Smith-2010,9
SLIT3,AUTS2,0.000145202,Genetic Interactions,Lin-Smith-2010,9
CELF2,FAM19A1,0.000481506,Genetic Interactions,Lin-Smith-2010,9
CELF2,AUTS2,0.000110789,Genetic Interactions,Lin-Smith-2010,9
CELF2,SLIT3,0.000162365,Genetic Interactions,Lin-Smith-2010,9
R3HDM1,CELF4,0.000514126,Genetic Interactions,Lin-Smith-2010,9
R3HDM1,CELF2,0.000301267,Genetic Interactions,Lin-Smith-2010,9
NRXN3,AUTS2,0.000141317,Genetic Interactions,Lin-Smith-2010,9
NRXN3,SLIT3,0.000207106,Genetic Interactions,Lin-Smith-2010,9
